"term","frequency","type_","great_area","term_normalize"
"determinação",831,"BOOK_CHAPTER","0","determinacao"
"determinação de estrutura de compostos inorgânicos",1,"AREA"," química ; cinética química e catálise ","0"
"determinaçãodo",38,"BOOK_CHAPTER","0","determinacaodo"
"determinações",38,"BOOK_CHAPTER","0","determinacoes"
"determinadas",39,"BOOK_CHAPTER","0","determinadas"
"determinam",59,"BOOK_CHAPTER","0","determinam"
"determinante",75,"BOOK_CHAPTER","0","determinante"
"determinantes",11,"ABSTRACT","0","determinantes"
"determinantes",61,"ARTICLE","0","determinantes"
"determinantes",79,"BOOK","0","determinantes"
"determinantes",576,"BOOK_CHAPTER","0","determinantes"
"determinants",44,"ARTICLE","0","determinants"
"determination",59,"BOOK_CHAPTER","0","determination"
"determination",583,"ARTICLE","0","determination"
"determine",21,"ARTICLE","0","determine"
"determined",9,"ARTICLE","0","determined"
"determining",29,"ARTICLE","0","determining"
"determinismo",42,"BOOK_CHAPTER","0","determinismo"
"determinista",21,"BOOK_CHAPTER","0","determinista"
"detetive",39,"BOOK_CHAPTER","0","detetive"
"detetives",38,"BOOK_CHAPTER","0","detetives"
"detoubab ndiaye",1,"NAME","0","0"
"detoxified",11,"ARTICLE","0","detoxified"
"detração",21,"BOOK","0","detracao"
"detrended",17,"ARTICLE","0","detrended"
"detrended",44,"BOOK_CHAPTER","0","detrended"
"detrimento",21,"BOOK_CHAPTER","0","detrimento"
"detrusora",36,"BOOK_CHAPTER","0","detrusora"
"deturpada",38,"BOOK_CHAPTER","0","deturpada"
"deus",9,"ABSTRACT","0","deus"
"deus",12,"SPEAKER","0","deus"
"deus",37,"ARTICLE","0","deus"
"deus",330,"BOOK","0","deus"
"deus",764,"BOOK_CHAPTER","0","deus"
"deusa",19,"BOOK","0","deusa"
"deusa",38,"BOOK_CHAPTER","0","deusa"
"deusas",21,"BOOK","0","deusas"
"deusas",30,"BOOK_CHAPTER","0","deusas"
"deuses",38,"BOOK","0","deuses"
"deuses",207,"BOOK_CHAPTER","0","deuses"
"deusm",37,"BOOK_CHAPTER","0","deusm"
"deutsche",38,"BOOK","0","deutsche"
"devaneio",21,"BOOK_CHAPTER","0","devaneio"
"devaneios",77,"BOOK","0","devaneios"
"devaneios",133,"BOOK_CHAPTER","0","devaneios"
"devassa",21,"BOOK_CHAPTER","0","devassa"
"devassada",21,"BOOK_CHAPTER","0","devassada"
"devassando",37,"BOOK","0","devassando"
"devassas",31,"BOOK","0","devassas"
"deve",39,"BOOK","0","deve"
"deve",175,"BOOK_CHAPTER","0","deve"
"devedora",21,"BOOK_CHAPTER","0","devedora"
"developed",15,"ARTICLE","0","developed"
"developing",9,"SPEAKER","0","developing"
"developing",22,"ARTICLE","0","developing"
"developing",59,"BOOK_CHAPTER","0","developing"
"development",18,"SPEAKER","0","development"
"development",54,"BOOK","0","development"
"development",346,"BOOK_CHAPTER","0","development"
"development",410,"ARTICLE","0","development"
"developmental",28,"ARTICLE","0","developmental"
"developments",39,"BOOK_CHAPTER","0","developments"
"devem",77,"BOOK_CHAPTER","0","devem"
"devemos",39,"BOOK_CHAPTER","0","devemos"
"devenant",30,"BOOK_CHAPTER","0","devenant"
"dever",117,"BOOK","0","dever"
"dever",421,"BOOK_CHAPTER","0","dever"
"deveres",68,"BOOK","0","deveres"
"deveres",152,"BOOK_CHAPTER","0","deveres"
"deveria",76,"BOOK_CHAPTER","0","deveria"
"deveríamos",76,"BOOK_CHAPTER","0","deveriamos"
"deviation",20,"BOOK_CHAPTER","0","deviation"
"deviations",144,"BOOK_CHAPTER","0","deviations"
"device",1,"PATENT","0","device"
"device",25,"ARTICLE","0","device"
"device",38,"BOOK_CHAPTER","0","device"
"devices",5,"PATENT","0","devices"
"devices",21,"ARTICLE","0","devices"
"devices",137,"BOOK_CHAPTER","0","devices"
"devida",21,"BOOK_CHAPTER","0","devida"
"devido",8,"ARTICLE","0","devido"
"devido",151,"BOOK_CHAPTER","0","devido"
"devient",69,"BOOK_CHAPTER","0","devient"
"devil",38,"BOOK_CHAPTER","0","devil"
"devir",8,"ARTICLE","0","devir"
"devir",77,"BOOK","0","devir"
"devir",343,"BOOK_CHAPTER","0","devir"
"devires",21,"BOOK_CHAPTER","0","devires"
"devo",21,"BOOK_CHAPTER","0","devo"
"devoção",19,"BOOK","0","devocao"
"devoção",298,"BOOK_CHAPTER","0","devocao"
"devocionais",37,"BOOK_CHAPTER","0","devocionais"
"devoções",59,"BOOK_CHAPTER","0","devocoes"
"devolva",37,"BOOK_CHAPTER","0","devolva"
"devora",38,"BOOK_CHAPTER","0","devora"
"devoração",38,"BOOK_CHAPTER","0","devoracao"
"devorar",38,"BOOK_CHAPTER","0","devorar"
"devoraram",38,"BOOK_CHAPTER","0","devoraram"
"devoro",9,"SPEAKER","0","devoro"
"devoro",98,"BOOK_CHAPTER","0","devoro"
"dewey",133,"BOOK_CHAPTER","0","dewey"
"dextrana",20,"BOOK_CHAPTER","0","dextrana"
"deybson borba de almeida",1,"NAME","0","0"
"deyse queirós santos",1,"NAME","0","0"
"dezembro",38,"BOOK_CHAPTER","0","dezembro"
"dezembro",76,"ABSTRACT","0","dezembro"
"dezenas",12,"ABSTRACT","0","dezenas"
"dezesseis",38,"BOOK_CHAPTER","0","dezesseis"
"dezoito",16,"SPEAKER","0","dezoito"
"dfch",9,"SPEAKER","0","dfch"
"dfch",15,"ABSTRACT","0","dfch"
"diabatichyperspherical",21,"BOOK_CHAPTER","0","diabatichyperspherical"
"diabete",37,"BOOK_CHAPTER","0","diabete"
"diabetes",2,"PATENT","0","diabetes"
"diabetes",45,"ABSTRACT","0","diabetes"
"diabetes",49,"SPEAKER","0","diabetes"
"diabetes",95,"BOOK","0","diabetes"
"diabetes",178,"ARTICLE","0","diabetes"
"diabetes",1800,"BOOK_CHAPTER","0","diabetes"
"diabetic",45,"ARTICLE","0","diabetic"
"diabética",37,"BOOK_CHAPTER","0","diabetica"
"diabético",18,"ARTICLE","0","diabetico"
"diabético",285,"BOOK_CHAPTER","0","diabetico"
"diabéticos",38,"BOOK_CHAPTER","0","diabeticos"
"diabéticos",42,"ARTICLE","0","diabeticos"
"diabéticos",89,"BOOK","0","diabeticos"
"diabettes",39,"BOOK_CHAPTER","0","diabettes"
"diabo",8,"SPEAKER","0","diabo"
"diabo",60,"BOOK","0","diabo"
"diabo",168,"BOOK_CHAPTER","0","diabo"
"diabólico",78,"BOOK_CHAPTER","0","diabolico"
"diacronia",77,"BOOK_CHAPTER","0","diacronia"
"diacrônica",93,"BOOK_CHAPTER","0","diacronica"
"diacrônicas",26,"BOOK","0","diacronicas"
"diacrônico",31,"BOOK_CHAPTER","0","diacronico"
"diacrônico",38,"BOOK","0","diacronico"
"diacrônicos",76,"BOOK_CHAPTER","0","diacronicos"
"diadorim",11,"ABSTRACT","0","diadorim"
"diadorim",21,"BOOK","0","diadorim"
"diadorim",38,"BOOK_CHAPTER","0","diadorim"
"diagnose",245,"BOOK_CHAPTER","0","diagnose"
"diagnosed",16,"ARTICLE","0","diagnosed"
"diagnoses",10,"ARTICLE","0","diagnoses"
"diagnoses",39,"BOOK_CHAPTER","0","diagnoses"
"diagnosis",1,"PATENT","0","diagnosis"
"diagnosis",21,"BOOK","0","diagnosis"
"diagnosis",39,"BOOK_CHAPTER","0","diagnosis"
"diagnosis",119,"ARTICLE","0","diagnosis"
"diagnostic",32,"ARTICLE","0","diagnostic"
"diagnóstica",135,"BOOK_CHAPTER","0","diagnostica"
"diagnosticadas",38,"BOOK_CHAPTER","0","diagnosticadas"
"diagnosticados",10,"ARTICLE","0","diagnosticados"
"diagnóstico",2,"PATENT","0","diagnostico"
"diagnóstico",34,"SPEAKER","0","diagnostico"
"diagnóstico",77,"ABSTRACT","0","diagnostico"
"diagnóstico",261,"ARTICLE","0","diagnostico"
"diagnóstico",581,"BOOK","0","diagnostico"
"diagnóstico",2582,"BOOK_CHAPTER","0","diagnostico"
"diagnósticoà",39,"BOOK_CHAPTER","0","diagnosticoa"
"diagnósticos",9,"ABSTRACT","0","diagnosticos"
"diagnósticos",10,"SPEAKER","0","diagnosticos"
"diagnósticos",32,"ARTICLE","0","diagnosticos"
"diagnósticos",76,"BOOK","0","diagnosticos"
"diagnósticos",176,"BOOK_CHAPTER","0","diagnosticos"
"diagrama",38,"BOOK_CHAPTER","0","diagrama"
"diagrams",16,"ARTICLE","0","diagrams"
"diálagos",21,"BOOK_CHAPTER","0","dialagos"
"dialectologia",11,"SPEAKER","0","dialectologia"
"dialéica",38,"BOOK_CHAPTER","0","dialeica"
"dialetais",9,"ARTICLE","0","dialetais"
"dialética",28,"ARTICLE","0","dialetica"
"dialética",38,"BOOK","0","dialetica"
"dialética",872,"BOOK_CHAPTER","0","dialetica"
"diáletica",38,"BOOK_CHAPTER","0","dialetica"
"diálética",21,"BOOK_CHAPTER","0","dialetica"
"dialético",8,"ARTICLE","0","dialetico"
"dialético",38,"BOOK","0","dialetico"
"dialético",288,"BOOK_CHAPTER","0","dialetico"
"dialeto",9,"ARTICLE","0","dialeto"
"dialeto",119,"BOOK_CHAPTER","0","dialeto"
"dialetologia",20,"SPEAKER","0","dialetologia"
"dialetologia",134,"BOOK","0","dialetologia"
"dialetológicos",21,"BOOK_CHAPTER","0","dialetologicos"
"dialetos",76,"BOOK_CHAPTER","0","dialetos"
"diálise",22,"BOOK_CHAPTER","0","dialise"
"dialítico",20,"BOOK_CHAPTER","0","dialitico"
"dialófica",38,"BOOK_CHAPTER","0","dialofica"
"dialogam",38,"BOOK","0","dialogam"
"dialogando",11,"ARTICLE","0","dialogando"
"dialogando",12,"SPEAKER","0","dialogando"
"dialogando",226,"BOOK","0","dialogando"
"dialogando",304,"BOOK_CHAPTER","0","dialogando"
"dialogar",38,"BOOK","0","dialogar"
"dialogia",38,"BOOK","0","dialogia"
"dialogia",81,"BOOK_CHAPTER","0","dialogia"
"dialogica",37,"BOOK_CHAPTER","0","dialogica"
"dialógica",27,"ARTICLE","0","dialogica"
"dialógica",99,"BOOK","0","dialogica"
"dialógica",956,"BOOK_CHAPTER","0","dialogica"
"dialógicas",233,"BOOK_CHAPTER","0","dialogicas"
"dialógicas",241,"BOOK","0","dialogicas"
"dialogicidade",116,"BOOK_CHAPTER","0","dialogicidade"
"dialógico",8,"ARTICLE","0","dialogico"
"dialógico",10,"SPEAKER","0","dialogico"
"dialógico",279,"BOOK_CHAPTER","0","dialogico"
"dialógicos",68,"BOOK","0","dialogicos"
"dialógicos",251,"BOOK_CHAPTER","0","dialogicos"
"dialogismo",37,"BOOK","0","dialogismo"
"dialogismo",248,"BOOK_CHAPTER","0","dialogismo"
"dialogo",8,"SPEAKER","0","dialogo"
"dialogo",58,"BOOK","0","dialogo"
"dialogo",58,"BOOK_CHAPTER","0","dialogo"
"diálogo",19,"ABSTRACT","0","dialogo"
"diálogo",124,"SPEAKER","0","dialogo"
"diálogo",141,"ARTICLE","0","dialogo"
"diálogo",1043,"BOOK","0","dialogo"
"diálogo",3153,"BOOK_CHAPTER","0","dialogo"
"dialogos",13,"SPEAKER","0","dialogos"
"dialogos",39,"BOOK_CHAPTER","0","dialogos"
"dialogos",98,"BOOK","0","dialogos"
"diálogos",34,"ABSTRACT","0","dialogos"
"diálogos",87,"ARTICLE","0","dialogos"
"diálogos",471,"SPEAKER","0","dialogos"
"diálogos",5080,"BOOK_CHAPTER","0","dialogos"
"diálogos",6650,"BOOK","0","dialogos"
"dialogue",13,"ARTICLE","0","dialogue"
"dialogue",135,"BOOK_CHAPTER","0","dialogue"
"dialysis",8,"ARTICLE","0","dialysis"
"diamante",1,"AREA"," engenharia de materiais e metalúrgica ","0"
"diamante",39,"BOOK_CHAPTER","0","diamante"
"diamantes",58,"BOOK_CHAPTER","0","diamantes"
"diamantina",21,"SPEAKER","0","diamantina"
"diamantina",43,"ABSTRACT","0","diamantina"
"diamantina",229,"ARTICLE","0","diamantina"
"diamantina",619,"BOOK","0","diamantina"
"diamantina",2531,"BOOK_CHAPTER","0","diamantina"
"diamantinas",82,"BOOK_CHAPTER","0","diamantinas"
"diamantino",37,"BOOK_CHAPTER","0","diamantino"
"diameter",8,"ARTICLE","0","diameter"
"diametric",8,"ARTICLE","0","diametric"
"diâmetro",38,"BOOK_CHAPTER","0","diametro"
"diamond",37,"BOOK_CHAPTER","0","diamond"
"diamond",48,"ARTICLE","0","diamond"
"diana martins tigre",1,"NAME","0","0"
"dianco",75,"BOOK_CHAPTER","0","dianco"
"dianix",8,"ARTICLE","0","dianix"
"diante",79,"ARTICLE","0","diante"
"diante",179,"BOOK","0","diante"
"diante",896,"BOOK_CHAPTER","0","diante"
"diaphoromyrma",21,"BOOK_CHAPTER","0","diaphoromyrma"
"diária",14,"ARTICLE","0","diaria"
"diária",308,"BOOK_CHAPTER","0","diaria"
"diárias",1,"PATENT","0","diarias"
"diário",12,"ABSTRACT","0","diario"
"diário",21,"ARTICLE","0","diario"
"diário",347,"BOOK","0","diario"
"diário",625,"BOOK_CHAPTER","0","diario"
"diários",15,"ARTICLE","0","diarios"
"diários",76,"BOOK","0","diarios"
"diários",378,"BOOK_CHAPTER","0","diarios"
"diarista",8,"ABSTRACT","0","diarista"
"diarizadas",51,"BOOK","0","diarizadas"
"diarreas",38,"BOOK","0","diarreas"
"diarreia",21,"BOOK_CHAPTER","0","diarreia"
"diarreias",37,"BOOK_CHAPTER","0","diarreias"
"diarrhea",12,"ARTICLE","0","diarrhea"
"dias",39,"ABSTRACT","0","dias"
"dias",46,"SPEAKER","0","dias"
"dias",52,"ARTICLE","0","dias"
"dias",211,"BOOK","0","dias"
"dias",413,"BOOK_CHAPTER","0","dias"
"diasi",59,"BOOK_CHAPTER","0","diasi"
"diaspora",8,"SPEAKER","0","diaspora"
"diaspora",38,"BOOK","0","diaspora"
"diaspora",38,"BOOK_CHAPTER","0","diaspora"
"diáspora",16,"ARTICLE","0","diaspora"
"diáspora",38,"SPEAKER","0","diaspora"
"diáspora",41,"ABSTRACT","0","diaspora"
"diáspora",195,"BOOK","0","diaspora"
"diáspora",548,"BOOK_CHAPTER","0","diaspora"
"diasporas",37,"BOOK_CHAPTER","0","diasporas"
"diásporas",19,"SPEAKER","0","diasporas"
"diásporas",156,"BOOK","0","diasporas"
"diásporas",190,"BOOK_CHAPTER","0","diasporas"
"diaspóricas",76,"BOOK","0","diasporicas"
"diaspóricas",325,"BOOK_CHAPTER","0","diasporicas"
"diaspórico",38,"BOOK_CHAPTER","0","diasporico"
"diaspóricos",39,"BOOK","0","diasporicos"
"diasporiques",57,"BOOK_CHAPTER","0","diasporiques"
"diasystémique",21,"BOOK_CHAPTER","0","diasystemique"
"diatessarão",22,"BOOK","0","diatessarao"
"diático",38,"BOOK_CHAPTER","0","diatico"
"diatópico",72,"BOOK_CHAPTER","0","diatopico"
"diazotróficas",11,"ARTICLE","0","diazotroficas"
"diazotrophic",39,"BOOK_CHAPTER","0","diazotrophic"
"dicas",31,"BOOK","0","dicas"
"dicas",38,"BOOK_CHAPTER","0","dicas"
"diccionario",37,"BOOK","0","diccionario"
"diccionarios",21,"BOOK_CHAPTER","0","diccionarios"
"dichapetalaceae",38,"BOOK_CHAPTER","0","dichapetalaceae"
"dicí",22,"BOOK_CHAPTER","0","dici"
"dicionário",39,"BOOK_CHAPTER","0","dicionario"
"dicionário",151,"BOOK","0","dicionario"
"dicionários",21,"BOOK_CHAPTER","0","dicionarios"
"dicionários",76,"BOOK","0","dicionarios"
"diclorofenoxiacético",34,"BOOK_CHAPTER","0","diclorofenoxiacetico"
"dicotiledôneas",59,"BOOK_CHAPTER","0","dicotiledoneas"
"dicotomia",152,"BOOK_CHAPTER","0","dicotomia"
"dicotomias",77,"BOOK_CHAPTER","0","dicotomias"
"dicriminação",38,"BOOK_CHAPTER","0","dicriminacao"
"dictintos",39,"BOOK","0","dictintos"
"dida",39,"BOOK_CHAPTER","0","dida"
"didactic",10,"ARTICLE","0","didactic"
"didactic",21,"BOOK_CHAPTER","0","didactic"
"didáctica",25,"SPEAKER","0","didactica"
"didáctica",39,"BOOK","0","didactica"
"didáctica",75,"BOOK_CHAPTER","0","didactica"
"didáctico",38,"BOOK_CHAPTER","0","didactico"
"didactique",38,"BOOK","0","didactique"
"didactylus",38,"BOOK_CHAPTER","0","didactylus"
"didadtização",20,"BOOK","0","didadtizacao"
"didaquê",22,"BOOK","0","didaque"
"didatica",39,"BOOK","0","didatica"
"didática",1,"AREA"," educação ","0"
"didática",100,"ARTICLE","0","didatica"
"didática",177,"ABSTRACT","0","didatica"
"didática",177,"SPEAKER","0","didatica"
"didática",723,"BOOK","0","didatica"
"didática",3588,"BOOK_CHAPTER","0","didatica"
"didática de língua e cultura estrangeiras",1,"AREA"," letras ","0"
"didática do ensino de história",1,"AREA"," educação ","0"
"didática especial",1,"AREA"," educação ","0"
"didáticas",15,"ABSTRACT","0","didaticas"
"didáticas",35,"ARTICLE","0","didaticas"
"didáticas",384,"BOOK","0","didaticas"
"didáticas",1052,"BOOK_CHAPTER","0","didaticas"
"didatico",38,"BOOK","0","didatico"
"didatico",39,"BOOK_CHAPTER","0","didatico"
"didático",16,"SPEAKER","0","didatico"
"didático",62,"ABSTRACT","0","didatico"
"didático",202,"ARTICLE","0","didatico"
"didático",602,"BOOK","0","didatico"
"didático",5465,"BOOK_CHAPTER","0","didatico"
"didãtico",20,"BOOK_CHAPTER","0","didatico"
"didáticos",13,"SPEAKER","0","didaticos"
"didáticos",58,"ABSTRACT","0","didaticos"
"didáticos",153,"ARTICLE","0","didaticos"
"didáticos",707,"BOOK","0","didaticos"
"didáticos",2466,"BOOK_CHAPTER","0","didaticos"
"didatização",38,"BOOK_CHAPTER","0","didatizacao"
"didatizados",38,"BOOK_CHAPTER","0","didatizados"
"didi",38,"BOOK","0","didi"
"didi",126,"BOOK_CHAPTER","0","didi"
"didima maria de mello andrade",1,"NAME","0","0"
"dieci",38,"BOOK","0","dieci"
"diego arthur lima pinheiro",1,"NAME","0","0"
"diego cabral barreiros",1,"NAME","0","0"
"diego gervasio frías suárez",1,"NAME","0","0"
"diego nery do amaral",1,"NAME","0","0"
"diego ramon souza pereira",1,"NAME","0","0"
"diego stefano dolci",1,"NAME","0","0"
"diel",21,"BOOK_CHAPTER","0","diel"
"diem",38,"BOOK_CHAPTER","0","diem"
"diesel",15,"ARTICLE","0","diesel"
"diet",99,"ARTICLE","0","diet"
"dieta",51,"ARTICLE","0","dieta"
"dieta",58,"BOOK_CHAPTER","0","dieta"
"dietary",27,"ARTICLE","0","dietary"
"dietas",78,"ARTICLE","0","dietas"
"dietas",263,"BOOK_CHAPTER","0","dietas"
"dietética",1,"AREA"," nutrição ; composição de alimentos ","0"
"dietética",38,"BOOK_CHAPTER","0","dietetica"
"dietéticas",8,"ARTICLE","0","dieteticas"
"dietéticas",38,"BOOK_CHAPTER","0","dieteticas"
"dietoterapia",38,"BOOK","0","dietoterapia"
"diets",20,"BOOK_CHAPTER","0","diets"
"diets",107,"ARTICLE","0","diets"
"dife",37,"BOOK","0","dife"
"difeba",10,"ABSTRACT","0","difeba"
"diferença",21,"ABSTRACT","0","diferenca"
"diferença",37,"SPEAKER","0","diferenca"
"diferença",51,"ARTICLE","0","diferenca"
"diferença",952,"BOOK","0","diferenca"
"diferença",1459,"BOOK_CHAPTER","0","diferenca"
"diferenças",9,"ABSTRACT","0","diferencas"
"diferenças",45,"SPEAKER","0","diferencas"
"diferenças",53,"ARTICLE","0","diferencas"
"diferenças",561,"BOOK","0","diferencas"
"diferenças",1266,"BOOK_CHAPTER","0","diferencas"
"diferencia",58,"BOOK_CHAPTER","0","diferencia"
"diferenciação",9,"ARTICLE","0","diferenciacao"
"diferenciação",79,"BOOK","0","diferenciacao"
"diferenciação",104,"BOOK_CHAPTER","0","diferenciacao"
"diferenciações",38,"BOOK_CHAPTER","0","diferenciacoes"
"diferenciada",76,"BOOK","0","diferenciada"
"diferenciada",110,"BOOK_CHAPTER","0","diferenciada"
"diferenciadas",58,"BOOK_CHAPTER","0","diferenciadas"
"diferenciado",21,"BOOK","0","diferenciado"
"diferenciado",135,"BOOK_CHAPTER","0","diferenciado"
"diferenciador",38,"BOOK_CHAPTER","0","diferenciador"
"diferenciais",11,"ABSTRACT","0","diferenciais"
"diferenciais",12,"ARTICLE","0","diferenciais"
"diferenciais",76,"BOOK","0","diferenciais"
"diferenciais",110,"BOOK_CHAPTER","0","diferenciais"
"diferencial",29,"ABSTRACT","0","diferencial"
"diferencial",30,"ARTICLE","0","diferencial"
"diferencial",38,"BOOK","0","diferencial"
"diferencial",344,"BOOK_CHAPTER","0","diferencial"
"diferenciam",38,"BOOK_CHAPTER","0","diferenciam"
"diferente",8,"ARTICLE","0","diferente"
"diferente",114,"BOOK","0","diferente"
"diferente",290,"BOOK_CHAPTER","0","diferente"
"diferentes",1,"PATENT","0","diferentes"
"diferentes",43,"SPEAKER","0","diferentes"
"diferentes",62,"ABSTRACT","0","diferentes"
"diferentes",670,"ARTICLE","0","diferentes"
"diferentes",2038,"BOOK","0","diferentes"
"diferentes",3650,"BOOK_CHAPTER","0","diferentes"
"diferidos",10,"ARTICLE","0","diferidos"
"difference",14,"ARTICLE","0","difference"
"differences",67,"ARTICLE","0","differences"
"different",2,"PATENT","0","different"
"different",38,"BOOK","0","different"
"different",133,"BOOK_CHAPTER","0","different"
"different",554,"ARTICLE","0","different"
"differential",42,"ARTICLE","0","differential"
"differential",76,"BOOK_CHAPTER","0","differential"
"differentially",20,"ARTICLE","0","differentially"
"differentiation",40,"ARTICLE","0","differentiation"
"differently",10,"ARTICLE","0","differently"
"differénts",59,"BOOK_CHAPTER","0","differents"
"differenz",37,"BOOK_CHAPTER","0","differenz"
"difficulties",59,"BOOK_CHAPTER","0","difficulties"
"diffraction",11,"ARTICLE","0","diffraction"
"diffusion",30,"ARTICLE","0","diffusion"
"diffusion",37,"BOOK_CHAPTER","0","diffusion"
"diffusivity",8,"ARTICLE","0","diffusivity"
"difi",38,"BOOK_CHAPTER","0","difi"
"difíceis",36,"BOOK","0","dificeis"
"difíceis",142,"BOOK_CHAPTER","0","dificeis"
"difícieis",35,"BOOK","0","dificieis"
"difícil",10,"ARTICLE","0","dificil"
"difícil",215,"BOOK_CHAPTER","0","dificil"
"dificuldade",9,"ARTICLE","0","dificuldade"
"dificuldade",144,"BOOK_CHAPTER","0","dificuldade"
"dificuldade de leitura e escrita",1,"AREA"," educação ","0"
"dificuldades",12,"SPEAKER","0","dificuldades"
"dificuldades",15,"ABSTRACT","0","dificuldades"
"dificuldades",75,"ARTICLE","0","dificuldades"
"dificuldades",137,"BOOK","0","dificuldades"
"dificuldades",1407,"BOOK_CHAPTER","0","dificuldades"
"dificultadores",38,"BOOK_CHAPTER","0","dificultadores"
"dificultam",106,"BOOK_CHAPTER","0","dificultam"
"difort",9,"ABSTRACT","0","difort"
"difração",26,"BOOK_CHAPTER","0","difracao"
"difundidas",38,"BOOK_CHAPTER","0","difundidas"
"difundindo",76,"BOOK_CHAPTER","0","difundindo"
"difundir",38,"BOOK_CHAPTER","0","difundir"
"difusão",38,"SPEAKER","0","difusao"
"difusão",41,"ARTICLE","0","difusao"
"difusão",150,"ABSTRACT","0","difusao"
"difusão",1049,"BOOK","0","difusao"
"difusão",2171,"BOOK_CHAPTER","0","difusao"
"difusividade",9,"ARTICLE","0","difusividade"
"difusores",38,"BOOK_CHAPTER","0","difusores"
"diga",110,"BOOK","0","diga"
"digestão",38,"BOOK_CHAPTER","0","digestao"
"digestibilidade",72,"ARTICLE","0","digestibilidade"
"digestibility",62,"ARTICLE","0","digestibility"
"digestible",15,"ARTICLE","0","digestible"
"digestion",40,"ARTICLE","0","digestion"
"digestiva",10,"SPEAKER","0","digestiva"
"digestiva",15,"ABSTRACT","0","digestiva"
"digestiva",59,"BOOK_CHAPTER","0","digestiva"
"digestive",15,"ARTICLE","0","digestive"
"digestivo",12,"ABSTRACT","0","digestivo"
"digestivo",27,"SPEAKER","0","digestivo"
"digestivo",76,"BOOK_CHAPTER","0","digestivo"
"digestório",8,"ARTICLE","0","digestorio"
"digiral",38,"BOOK_CHAPTER","0","digiral"
"digita",22,"BOOK_CHAPTER","0","digita"
"digitais",3,"PATENT","0","digitais"
"digitais",68,"SPEAKER","0","digitais"
"digitais",135,"ABSTRACT","0","digitais"
"digitais",161,"ARTICLE","0","digitais"
"digitais",1150,"BOOK","0","digitais"
"digitais",4722,"BOOK_CHAPTER","0","digitais"
"digital",8,"PATENT","0","digital"
"digital",80,"SPEAKER","0","digital"
"digital",132,"ABSTRACT","0","digital"
"digital",256,"ARTICLE","0","digital"
"digital",714,"BOOK","0","digital"
"digital",4969,"BOOK_CHAPTER","0","digital"
"digitalização",38,"BOOK_CHAPTER","0","digitalizacao"
"digitalizada",11,"ARTICLE","0","digitalizada"
"digitalizada",38,"BOOK_CHAPTER","0","digitalizada"
"digitalizadas",11,"ARTICLE","0","digitalizadas"
"digitalizadora",38,"BOOK_CHAPTER","0","digitalizadora"
"dígito",38,"BOOK_CHAPTER","0","digito"
"digna",166,"BOOK_CHAPTER","0","digna"
"dignidade",19,"ARTICLE","0","dignidade"
"dignidade",75,"BOOK","0","dignidade"
"dignidade",370,"BOOK_CHAPTER","0","dignidade"
"dignifica",39,"BOOK_CHAPTER","0","dignifica"
"digno",21,"BOOK_CHAPTER","0","digno"
"digressões",76,"BOOK_CHAPTER","0","digressoes"
"diiamantina",38,"BOOK_CHAPTER","0","diiamantina"
"diiferentes",38,"BOOK_CHAPTER","0","diiferentes"
"dijk",38,"BOOK_CHAPTER","0","dijk"
"diké",38,"BOOK_CHAPTER","0","dike"
"dilaceração",21,"BOOK_CHAPTER","0","dilaceracao"
"dilacerados",38,"BOOK_CHAPTER","0","dilacerados"
"dilación",39,"BOOK_CHAPTER","0","dilacion"
"dilações",21,"BOOK_CHAPTER","0","dilacoes"
"dilatação",52,"BOOK_CHAPTER","0","dilatacao"
"dilema",77,"BOOK_CHAPTER","0","dilema"
"dilemas",43,"SPEAKER","0","dilemas"
"dilemas",90,"ARTICLE","0","dilemas"
"dilemas",291,"BOOK","0","dilemas"
"dilemas",1541,"BOOK_CHAPTER","0","dilemas"
"dilemmas",38,"BOOK_CHAPTER","0","dilemmas"
"dilemmes",61,"BOOK_CHAPTER","0","dilemmes"
"dilma",13,"ARTICLE","0","dilma"
"dilma",38,"BOOK","0","dilma"
"dilma",477,"BOOK_CHAPTER","0","dilma"
"dilogada",38,"BOOK_CHAPTER","0","dilogada"
"dilson cerqueira da silva",1,"NAME","0","0"
"dilson ferreira",1,"NAME","0","0"
"diluição",39,"BOOK","0","diluicao"
"diluída",30,"BOOK","0","diluida"
"diluindo",38,"BOOK_CHAPTER","0","diluindo"
"diluted",14,"ARTICLE","0","diluted"
"dilza",37,"BOOK_CHAPTER","0","dilza"
"dimas oliveira santos",1,"NAME","0","0"
"dimensao",38,"BOOK_CHAPTER","0","dimensao"
"dimensâo",31,"BOOK_CHAPTER","0","dimensao"
"dimensão",10,"ABSTRACT","0","dimensao"
"dimensão",24,"SPEAKER","0","dimensao"
"dimensão",78,"ARTICLE","0","dimensao"
"dimensão",98,"BOOK","0","dimensao"
"dimensão",1915,"BOOK_CHAPTER","0","dimensao"
"dimensãoecológica",22,"BOOK_CHAPTER","0","dimensaoecologica"
"dimension",17,"ARTICLE","0","dimension"
"dimensión",38,"BOOK_CHAPTER","0","dimension"
"dimensional",59,"ARTICLE","0","dimensional"
"dimensional",136,"BOOK_CHAPTER","0","dimensional"
"dimensionamento",119,"BOOK_CHAPTER","0","dimensionamento"
"dimensiones",78,"BOOK_CHAPTER","0","dimensiones"
"dimensions",17,"ARTICLE","0","dimensions"
"dimensions",38,"BOOK","0","dimensions"
